Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G2,W,L,ERA,WHIP,SV,Type,Drafted Out Of,SchoolID
2020,5,,141,FrRnd,10,Angels,Y,"$140,000 ",Adam Seminaris ,P,,,,,,,,,,,,,4Yr,California State University Long Beach,longbeach
2020,5,,142,FrRnd,11,White Sox,Y,"$150,000 ",Bailey Horn ,P,,,,,,,,,,,,,4Yr,Auburn University,auburn
2020,5,,146,FrRnd,15,Phillies,Y,"$100,000 ",Baron Radcliff ,OF,,,,,,,,,,,,,4Yr,Georgia Institute of Technology,gatech
2020,5,,149,FrRnd,18,D'backs,Y,"$100,000 ",Brandon Pfaadt ,P,,,,,,,,,,,,,4Yr,Bellarmine Univeristy,kybella
2020,5,,156,FrRnd,25,Braves,Y,"$847,500 ",Bryce Elder ,P,,,,,,,,,,,,,4Yr,University of Texas at Austin,texas
2020,5,,133,FrRnd,2,Orioles,N,,Carter Baumler ,P,,,,,,,,,,,,,HS,Dowling Catholic HS,#N/A
2020,5,,132,FrRnd,1,Tigers,Y,"$500,000 ",Colt Keith ,3B,,,,,,,,,,,,,HS,Biloxi HS,#N/A
2020,5,,150,FrRnd,19,Mets,Y,"$20,000 ",Eric Orze ,P,,,,,,,,,,,,,4Yr,University of New Orleans,norleans
2020,5,,159,FrRnd,28,Dodgers,Y,"$97,500 ",Gavin Stone ,P,,,,,,,,,,,,,4Yr,University of Central Arkansas,carkansas
2020,5,,151,FrRnd,20,Brewers,Y,"$300,000 ",Hayden Cantrelle ,SS,,,,,,,,,,,,,4Yr,University of Louisiana at Lafayette,ulala
2020,5,,140,FrRnd,9,Rockies,Y,"$394,300 ",Jack Blomgren ,SS,,,,,,,,,,,,,4Yr,University of Michigan,michigan
2020,5,,139,FrRnd,8,Padres,Y,"$300,000 ",Jagger Haynes ,P,,,,,,,,,,,,,HS,West Columbus HS,#N/A
2020,5,,155,FrRnd,24,Rays,Y,"$340,000 ",Jeff Hakanson ,P,,,,,,,,,,,,,4Yr,University of Central Florida,cflorida
2020,5,,143,FrRnd,12,Reds,Y,"$500,000 ",Joe Boyle ,P,,,,,,,,,,,,,4Yr,University of Notre Dame,notredame
2020,5,,158,FrRnd,27,Twins,Y,"$270,000 ",Kala'i Rosario ,OF,,,,,,,,,,,,,HS,Waiakea HS,#N/A
2020,5,,147,FrRnd,16,Cubs,Y,"$900,000 ",Koen Moreno ,P,,,,,,,,,,,,,HS,Panther Creek HS,#N/A
2020,5,,134,FrRnd,3,Marlins,N,,Kyle Hurt ,P,,,,,,,,,,,,,4Yr,University of Southern California,usc
2020,5,,152,FrRnd,21,Cardinals,Y,"$100,000 ",LJ Jones ,OF,,,,,,,,,,,,,4Yr,California State University Long Beach,longbeach
2020,5,,138,FrRnd,7,Pirates,Y,"$125,000 ",Logan Hofmann ,P,,,,,,,,,,,,,4Yr,Northwestern State University of Louisiana,nwstate
2020,5,,154,FrRnd,23,Indians,Y,"$340,000 ",Mason Hickman ,P,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2020,5,,153,FrRnd,22,Nationals,Y,"$100,000 ",Mitchell Parker ,P,,,,,,,,,,,,,JC,"San Jacinto College, North Campus",txsjjcn
2020,5,,144,FrRnd,13,Giants,N,,Ryan Murphy ,P,,,,,,,,,,,,,4Yr,LeMoyne College,lemoyne
2020,5,,148,FrRnd,17,Red Sox,N,,Shane Drohan ,P,,,,,,,,,,,,,4Yr,Florida State University,floridast
2020,5,,160,FrRnd,29,Astros,Y,"$56,000 ",Shay Whitcomb ,SS,,,,,,,,,,,,,4Yr,"University of California, San Diego",ucsd
2020,5,,157,FrRnd,26,Athletics,Y,"$400,000 ",Stevie Emanuels ,P,,,,,,,,,,,,,4Yr,University of Washington,washington
2020,5,,137,FrRnd,6,Mariners,Y,"$406,000 ",Taylor Dollard ,P,,,,,,,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo",calpoly
2020,5,,145,FrRnd,14,Rangers,Y,"$800,000 ",Thomas Saggese ,SS,,,,,,,,,,,,,HS,Carlsbad HS,#N/A
2020,5,,135,FrRnd,4,Royals,Y,"$200,000 ",Will Klein ,P,,,,,,,,,,,,,4Yr,Eastern Illinois University,eillinois
2020,5,,136,FrRnd,5,Blue Jays,Y,"$97,500 ",Zach Britton ,OF,,,,,,,,,,,,,4Yr,University of Louisville,louisville
2020,4,,119,FrRnd,18,D'backs,N,,A.J. Vukovich ,3B,,,,,,,,,,,,,HS,East Troy HS,#N/A
2020,4,,129,FrRnd,28,Yankees,N,,Beck Way ,P,,,,,,,,,,,,,JC,Northwest Florida State College,flnwfsc
2020,4,,123,FrRnd,22,Nationals,Y,"$20,000 ",Brady Lindsly ,C,,,,,,,,,,,,,4Yr,University of Oklahoma,oklahoma
2020,4,,116,FrRnd,15,Phillies,Y,"$225,000 ",Carson Ragsdale ,P,,,,,,,,,,,,,4Yr,University of South Florida,sflorida
2020,4,,130,FrRnd,29,Dodgers,Y,"$397,500 ",Carson Taylor ,C,,,,,,,,,,,,,4Yr,Virginia Polytechnic Institute and State University,vatech
2020,4,,110,FrRnd,9,Rockies,Y,"$450,000 ",Case Williams ,P,,,,,,,,,,,,,HS,Douglas County HS,#N/A
2020,4,,105,FrRnd,4,Royals,Y,"$450,000 ",Christian Chamberlain ,P,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2020,4,,103,FrRnd,2,Orioles,N,,Coby Mayo ,3B,,,,,,,,,,,,,HS,Stoneman-Douglas HS,#N/A
2020,4,,127,FrRnd,26,Athletics,Y,"$447,400 ",Dane Acker ,P,,,,,,,,,,,,,4Yr,University of Oklahoma,oklahoma
2020,4,,115,FrRnd,14,Rangers,Y,"$1,200,000 ",Dylan MacLean ,P,,,,,,,,,,,,,HS,Central Catholic HS,#N/A
2020,4,,102,FrRnd,1,Tigers,Y,"$1,000,000 ",Gage Workman ,3B,,,,,,,,,,,,,4Yr,Arizona State University,arizonast
2020,4,,122,FrRnd,21,Cardinals,Y,"$800,000 ",Ian Bedell ,P,,,,,,,,,,,,,4Yr,University of Missouri Columbia,missouri
2020,4,,108,FrRnd,7,Pirates,Y,"$60,000 ",Jack Hartman ,P,,,,,,,,,,,,,4Yr,Appalachian State University,appalst
2020,4,,104,FrRnd,3,Marlins,N,,Jake Eder ,P,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2020,4,,118,FrRnd,17,Red Sox,N,,Jeremy Wu-Yelland ,P,,,,,,,,,,,,,4Yr,University of Hawaii at Manoa,hawaii
2020,4,,121,FrRnd,20,Brewers,Y,"$150,000 ",Joey Wiemer ,OF,,,,,,,,,,,,,4Yr,University of Cincinnati,cincy
2020,4,,112,FrRnd,11,White Sox,Y,"$10,000 ",Kade Mechals ,P,,,,,,,,,,,,,4Yr,Grand Canyon University,grcanyon
2020,4,,109,FrRnd,8,Padres,Y,"$80,000 ",Levi Thomas ,P,,,,,,,,,,,,,4Yr,Troy University,troyst
2020,4,,117,FrRnd,16,Cubs,Y,"$492,700 ",Luke Little ,P,,,,,,,,,,,,,JC,"San Jacinto College, North Campus",txsjjcn
2020,4,,113,FrRnd,12,Reds,Y,"$512,400 ",Mac Wainwright ,OF,,,,,,,,,,,,,HS,St. Edward HS,#N/A
2020,4,,128,FrRnd,27,Twins,Y,"$410,000 ",Marco Raya ,P,,,,,,,,,,,,,HS,United South HS,#N/A
2020,4,,120,FrRnd,19,Mets,Y,"$350,000 ",Matthew Dyer ,C,,,,,,,,,,,,,4Yr,University of Arizona,arizona
2020,4,,124,FrRnd,23,Indians,N,,Milan Tolentino ,SS,,,,,,,,,,,,,HS,Santa Margarita Catholic HS,#N/A
2020,4,,106,FrRnd,5,Blue Jays,N,,Nick Frasso ,P,,,,,,,,,,,,,4Yr,Loyola Marymount University,loyolamary
2020,4,,114,FrRnd,13,Giants,N,,R.J. Dabovich ,P,,,,,,,,,,,,,4Yr,Arizona State University,arizonast
2020,4,,126,FrRnd,25,Braves,Y,"$449,300 ",Spencer Strider ,P,,,,,,,,,,,,,4Yr,Clemson University,clemson
2020,4,,125,FrRnd,24,Rays,Y,"$455,600 ",Tanner Murray ,SS,,,,,,,,,,,,,4Yr,"University of California, Davis",ucdavis
2020,4,,107,FrRnd,6,Mariners,Y,"$500,000 ",Tyler Keenan ,3B,,,,,,,,,,,,,4Yr,University of Mississippi,olemiss
2020,4,,111,FrRnd,10,Angels,N,,Werner Blakely ,SS,,,,,,,,,,,,,HS,Detroit Edison HS,#N/A
2020,4,,131,FrRnd,30,Astros,Y,"$400,000 ",Zach Daniels ,OF,,,,,,,,,,,,,4Yr,University of Tennessee,tennessee
2020,3,,83,FrRnd,11,White Sox,Y,"$50,000 ",Adisyn Coffey ,P,,,,,,,,,,,,,JC,Wabash Valley College,ilwabas
2020,3,,74,FrRnd,2,Orioles,N,,Anthony Servideo ,SS,,,,,,,,,,,,,4Yr,University of Mississippi,olemiss
2020,3,,91,FrRnd,19,Mets,Y,"$20,000 ",Anthony Walters ,SS,,,,,,,,,,,,,4Yr,San Diego State University,sandiegost
2020,3,,89,FrRnd,17,Red Sox,Y,"$1,750,000 ",Blaze Jordan ,3B,,,,,,,,,,,,,HS,DeSoto Central HS,#N/A
2020,3,,84,FrRnd,12,Reds,Y,"$700,000 ",Bryce Bonnin ,P,,,,,,,,,,,,,4Yr,Texas Tech University,txtech
2020,3,,87,FrRnd,15,Phillies,Y,"$1,300,000 ",Casey Martin ,SS,,,,,,,,,,,,,4Yr,University of Arkansas,arkansas
2020,3,,80,FrRnd,8,Padres,Y,"$3,300,000 ",Cole Wilcox ,P,,,,,,,,,,,,,4Yr,University of Georgia,georgia
2020,3,,82,FrRnd,10,Angels,N,,David Calabrese ,OF,,,,,,,,,,,,,HS,St. Elizabeth Catholic HS,#N/A
2020,3,,94,FrRnd,22,Nationals,Y,"$500,000 ",Holden Powell ,P,,,,,,,,,,,,,4Yr,"University of California, Los Angeles",ucla
2020,3,,96,FrRnd,24,Rays,Y,"$585,000 ",Hunter Barnhart ,P,,,,,,,,,,,,,HS,St. Joseph HS,#N/A
2020,3,,100,FrRnd,28,Dodgers,N,,Jake Vogel ,OF,,,,,,,,,,,,,HS,Huntington Beach HS,#N/A
2020,3,,97,FrRnd,25,Braves,Y,"$497,500 ",Jesse Franklin ,OF,,,,,,,,,,,,,4Yr,University of Michigan,michigan
2020,3,,88,FrRnd,16,Cubs,N,,Jordan Nwogu ,OF,,,,,,,,,,,,,4Yr,University of Michigan,michigan
2020,3,,78,FrRnd,6,Mariners,Y,"$575,000 ",Kaden Polcovich ,2B,,,,,,,,,,,,,4Yr,Oklahoma State University,okstate
2020,3,,85,FrRnd,13,Giants,N,,Kyle Harrison ,P,,,,,,,,,,,,,HS,De La Salle HS,#N/A
2020,3,,93,FrRnd,21,Cardinals,Y,"$575,000 ",Levi Prater ,P,,,,,,,,,,,,,4Yr,University of Oklahoma,oklahoma
2020,3,,90,FrRnd,18,D'backs,Y,"$800,000 ",Liam Norris ,P,,,,,,,,,,,,,HS,Green Hope HS,#N/A
2020,3,,98,FrRnd,26,Athletics,Y,"$300,000 ",Michael Guldberg ,OF,,,,,,,,,,,,,4Yr,Georgia Institute of Technology,gatech
2020,3,,79,FrRnd,7,Pirates,N,,Nick Garcia ,P,,,,,,,,,,,,,4Yr,Chapman University,chapmanca
2020,3,,95,FrRnd,23,Indians,N,,Petey Halpin ,OF,,,,,,,,,,,,,HS,St. Francis HS,#N/A
2020,3,,81,FrRnd,9,Rockies,Y,"$755,300 ",Sam Weatherly ,P,,,,,,,,,,,,,4Yr,Clemson University,clemson
2020,3,,86,FrRnd,14,Rangers,Y,"$775,000 ",Tekoah Roby ,P,,,,,,,,,,,,,HS,Pine Forest HS,#N/A
2020,3,,73,FrRnd,1,Tigers,Y,"$900,000 ",Trei Cruz ,SS,,,,,,,,,,,,,4Yr,Rice University,rice
2020,3,,77,FrRnd,5,Blue Jays,Y,"$847,500 ",Trent Palmer ,P,,,,,,,,,,,,,4Yr,Jacksonville University,jacksonvil
2020,3,,99,FrRnd,27,Yankees,N,,Trevor Hauver ,2B,,,,,,,,,,,,,4Yr,Arizona State University,arizonast
2020,3,,101,FrRnd,29,Astros,Y,"$577,000 ",Ty Brown ,P,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2020,3,,76,FrRnd,4,Royals,Y,"$750,000 ",Tyler Gentry ,OF,,,,,,,,,,,,,4Yr,University of Alabama,alabama
2020,3,,75,FrRnd,3,Marlins,N,,Zach McCambley ,P,,,,,,,,,,,,,4Yr,Coastal Carolina University,coastcar
2020,3,,92,FrRnd,20,Brewers,Y,"$575,000 ",Zavier Warren ,C,,,,,,,,,,,,,4Yr,Central Michigan University,cmichigan
2020,2,,70,FrRnd,33,Cardinals,Y,"$700,000 ",Alec Burleson ,OF,,,,,,,,,,,,,4Yr,East Carolina University,ecarolina
2020,2,,59,FrRnd,22,Twins,Y,"$900,000 ",Alerick Soularie ,OF,,,,,,,,,,,,,4Yr,University of Tennessee,tennessee
2020,2,,72,FrRnd,35,Astros,Y,"$1,250,000 ",Alex Santos ,P,,,,,,,,,,,,,HS,Mount St. Michael HS,#N/A
2020,2,,41,FrRnd,4,Royals,Y,"$1,450,000 ",Ben Hernandez ,P,,,,,,,,,,,,,HS,De La Salle Insitute,#N/A
2020,2,,51,FrRnd,14,Cubs,Y,"$1,050,000 ",Burl Carraway ,P,,,,,,,,,,,,,4Yr,Dallas Baptist University,dallasbapt
2020,2,,49,FrRnd,12,Giants,N,,Casey Schmitt ,3B,,,,,,,,,,,,,4Yr,San Diego State University,sandiegost
2020,2,,46,FrRnd,9,Rockies,Y,"$1,637,400 ",Chris McMahon ,P,,,,,,,,,,,,,4Yr,University of Miami,miamifl
2020,2,,48,FrRnd,11,Reds,N,,Christian Roa ,P,,,,,,,,,,,,,4Yr,Texas A&M University,texasam
2020,2,,42,FrRnd,5,Blue Jays,Y,"$1,797,500 ",CJ Van Eyk ,P,,,,,,,,,,,,,4Yr,Florida State University,floridast
2020,2,,66,FrRnd,29,Dodgers,N,,Clayton Beeter ,P,,,,,,,,,,,,,4Yr,Texas Tech University,txtech
2020,2,,55,FrRnd,18,Nationals,Y,"$2,000,000 ",Cole Henry ,P,,,,,,,,,,,,,4Yr,Louisiana State University,lsu
2020,2,,64,FrRnd,27,Mariners,Y,"$1,050,300 ",Connor Phillips ,P,,,,,,,,,,,,,JC,McLennan Community College,txmclen
2020,2,,62,FrRnd,25,Tigers,Y,"$1,210,000 ",Daniel Cabrera ,OF,,,,,,,,,,,,,4Yr,Louisiana State University,lsu
2020,2,,40,FrRnd,3,Marlins,N,,Daxton Fulton ,P,,,,,,,,,,,,,HS,Mustang HS,#N/A
2020,2,,38,FrRnd,1,Tigers,Y,"$1,952,300 ",Dillon Dingler ,C,,,,,,,,,,,,,4Yr,The Ohio State University,ohiost
2020,2,,50,FrRnd,13,Rangers,Y,"$1,250,000 ",Evan Carter ,OF,,,,,,,,,,,,,HS,Elizabethton HS,#N/A
2020,2,,53,FrRnd,16,Brewers,Y,"$1,150,000 ",Freddy Zamora ,SS,,,,,,,,,,,,,4Yr,University of Miami,miamifl
2020,2,,39,FrRnd,2,Orioles,Y,"$1,906,800 ",Hudson Haskin ,OF,,,,,,,,,,,,,4Yr,Tulane University,tulane
2020,2,,57,FrRnd,20,Rays,Y,"$1,243,600 ",Ian Seymour ,P,,,,,,,,,,,,,4Yr,Virginia Polytechnic Institute and State University,vatech
2020,2,,69,FrRnd,32,Mets,Y,"$850,000 ",Isaiah Greene ,OF,,,,,,,,,,,,,HS,Corona HS,#N/A
2020,2,,52,FrRnd,15,Mets,N,,J.T. Ginn ,P,,,,,,,,,,,,,4Yr,Mississippi State University,missst
2020,2,,65,FrRnd,28,Reds,N,,Jackson Miller ,C,,,,,,,,,,,,,HS,J W Mitchell HS,#N/A
2020,2,,44,FrRnd,7,Pirates,N,,Jared Jones ,P,,,,,,,,,,,,,HS,La Mirada HS,#N/A
2020,2,,47,FrRnd,10,White Sox,Y,"$3,000,000 ",Jared Kelley ,P,,,,,,,,,,,,,HS,Refugio HS,#N/A
2020,2,,58,FrRnd,21,Athletics,Y,"$1,000,000 ",Jeff Criswell ,P,,,,,,,,,,,,,4Yr,University of Michigan,michigan
2020,2,,68,FrRnd,31,Giants,N,,Jimmy Glowenke ,SS,,,,,,,,,,,,,4Yr,Dallas Baptist University,dallasbapt
2020,2,,61,FrRnd,24,Marlins,N,,Kyle Nicolas ,P,,,,,,,,,,,,,4Yr,Ball State University,ballst
2020,2,,60,FrRnd,23,Dodgers,Y,"$712,500 ",Landon Knack ,P,,,,,,,,,,,,,4Yr,East Tennessee State University,etennst
2020,2,,56,FrRnd,19,Indians,Y,"$1,125,000 ",Logan Allen ,P,,,,,,,,,,,,,4Yr,Florida International University,flinternat
2020,2,,54,FrRnd,17,Cardinals,Y,"$2,100,000 ",Masyn Winn ,SS,,,,,,,,,,,,,HS,Kingwood HS,#N/A
2020,2,,67,FrRnd,30,Giants,N,,Nick Swiney ,P,,,,,,,,,,,,,4Yr,North Carolina State University,ncstate
2020,2,,45,FrRnd,8,Padres,Y,"$1,200,004 ",Owen Caissie ,OF,,,,,,,,,,,,,HS,Notre Dame HS,#N/A
2020,2,,71,FrRnd,34,Nationals,Y,"$1,000,000 ",Sammy Infante ,SS,,,,,,,,,,,,,HS,Monsignor Edward Pace HS,#N/A
2020,2,,63,FrRnd,26,Cardinals,Y,"$1,115,000 ",Tink Hence ,P,,,,,,,,,,,,,HS,Watson Chapel HS,#N/A
2020,2,,43,FrRnd,6,Mariners,Y,"$1,729,800 ",Zach DeLoach ,OF,,,,,,,,,,,,,4Yr,Texas A&M University,texasam
2020,1,,27,FrRnd,27,Twins,Y,"$2,750,000 ",Aaron Sabato ,1B,,,,,,,,,,,,,4Yr,University of North Carolina at Chapel Hill,unc
2020,1,,37,FrRnd,37,Rays,Y,"$1,850,000 ",Alika Williams ,SS,,,,,,,,,,,,,4Yr,Arizona State University,arizonast
2020,1,,4,FrRnd,4,Royals,Y,"$6,670,000 ",Asa Lacy ,P,,,,,,,,,,,,,4Yr,Texas A&M University,texasam
2020,1,,12,FrRnd,12,Reds,Y,"$4,000,000 ",Austin Hendrick ,OF,,,,,,,,,,,,,HS,West Allegheny HS,#N/A
2020,1,,5,FrRnd,5,Blue Jays,N,,Austin Martin ,SS,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2020,1,,28,FrRnd,28,Yankees,N,,Austin Wells ,C,,,,,,,,,,,,,4Yr,University of Arizona,arizona
2020,1,,29,FrRnd,29,Dodgers,Y,"$2,197,500 ",Bobby Miller ,P,,,,,,,,,,,,,4Yr,University of Louisville,louisville
2020,1,,18,FrRnd,18,D'backs,Y,"$2,650,000 ",Bryce Jarvis ,P,,,,,,,,,,,,,4Yr,Duke University,duke
2020,1,,22,FrRnd,22,Nationals,Y,"$3,027,000 ",Cade Cavalli ,P,,,,,,,,,,,,,4Yr,University of Oklahoma,oklahoma
2020,1,,31,FrRnd,31,Pirates,N,,Carmen Mlodzinski ,P,,,,,,,,,,,,,4Yr,University of South Carolina,scarolina
2020,1,,23,FrRnd,23,Indians,Y,"$2,000,000 ",Carson Tucker ,SS,,,,,,,,,,,,,HS,Mountain Pointe HS,#N/A
2020,1,,35,FrRnd,35,Rockies,Y,"$2,095,800 ",Drew Romo ,C,,,,,,,,,,,,,HS,The Woodlands HS,#N/A
2020,1,,16,FrRnd,16,Cubs,Y,"$3,745,500 ",Ed Howard ,SS,,,,,,,,,,,,,HS,Mount Carmel HS,#N/A
2020,1,,6,FrRnd,6,Mariners,Y,"$5,700,000 ",Emerson Hancock ,P,,,,,,,,,,,,,4Yr,University of Georgia,georgia
2020,1,,11,FrRnd,11,White Sox,Y,"$4,547,500 ",Garrett Crochet ,P,,,,,,,,,,,,,4Yr,University of Tennessee,tennessee
2020,1,,20,FrRnd,20,Brewers,N,,Garrett Mitchell ,OF,,,,,,,,,,,,,4Yr,"University of California, Los Angeles",ucla
2020,1,,2,FrRnd,2,Orioles,Y,"$5,200,000 ",Heston Kjerstad ,OF,,,,,,,,,,,,,4Yr,University of Arkansas,arkansas
2020,1,,25,FrRnd,25,Braves,Y,"$2,197,500 ",Jared Shuster ,P,,,,,,,,,,,,,4Yr,Wake Forest University,wake
2020,1,,21,FrRnd,21,Cardinals,Y,"$2,900,000 ",Jordan Walker ,3B,,,,,,,,,,,,,HS,Decatur HS,#N/A
2020,1,,30,FrRnd,30,Orioles,Y,"$2,365,500 ",Jordan Westburg ,SS,,,,,,,,,,,,,4Yr,Mississippi State University,missst
2020,1,,14,FrRnd,14,Rangers,Y,"$3,250,000 ",Justin Foscue ,2B,,,,,,,,,,,,,4Yr,Mississippi State University,missst
2020,1,,34,FrRnd,34,Padres,Y,"$2,000,000 ",Justin Lange ,P,,,,,,,,,,,,,HS,Llano HS,#N/A
2020,1,,3,FrRnd,3,Marlins,Y,"$6,700,000 ",Max Meyer ,P,,,,,,,,,,,,,4Yr,University of Minnesota,minnesota
2020,1,,15,FrRnd,15,Phillies,Y,"$4,075,000 ",Mick Abel ,P,,,,,,,,,,,,,HS,Jesuit HS,#N/A
2020,1,,24,FrRnd,24,Rays,Y,"$3,000,000 ",Nick Bitsko ,P,,,,,,,,,,,,,HS,Central Bucks HS East,#N/A
2020,1,,7,FrRnd,7,Pirates,Y,"$5,432,400 ",Nick Gonzales ,SS,,,,,,,,,,,,,4Yr,New Mexico State University,nmstate
2020,1,,32,FrRnd,32,Royals,Y,"$3,000,000 ",Nick Loftin ,SS,,,,,,,,,,,,,4Yr,Baylor University,baylor
2020,1,,17,FrRnd,17,Red Sox,N,,Nick Yorke ,2B,,,,,,,,,,,,,HS,Archbishop Mitty HS,#N/A
2020,1,,13,FrRnd,13,Giants,Y,"$3,797,500 ",Patrick Bailey ,C,,,,,,,,,,,,,4Yr,North Carolina State University,ncstate
2020,1,,19,FrRnd,19,Mets,Y,"$3,359,000 ",Pete Crow-Armstrong ,OF,,,,,,,,,,,,,HS,Harvard-Westlake HS,#N/A
2020,1,,10,FrRnd,10,Angels,Y,"$4,670,000 ",Reid Detmers ,P,,,,,,,,,,,,,4Yr,University of Louisville,louisville
2020,1,,8,FrRnd,8,Padres,Y,"$4,300,000 ",Robert Hassell ,OF,,,,,,,,,,,,,HS,Independence HS,#N/A
2020,1,,33,FrRnd,33,D'backs,N,,Slade Cecconi ,P,,,,,,,,,,,,,4Yr,University of Miami,miamifl
2020,1,,1,FrRnd,1,Tigers,Y,"$8,416,300 ",Spencer Torkelson ,3B,,,,,,,,,,,,,4Yr,Arizona State University,arizonast
2020,1,,36,FrRnd,36,Indians,N,,Tanner Burns ,P,,,,,,,,,,,,,4Yr,Auburn University,auburn
2020,1,,26,FrRnd,26,Athletics,Y,"$3,300,000 ",Tyler Soderstrom ,C,,,,,,,,,,,,,HS,Turlock HS,#N/A
2020,1,,9,FrRnd,9,Rockies,Y,"$5,000,000 ",Zac Veen ,OF,,,,,,,,,,,,,HS,Spruce Creek HS,#N/A
2019,5,,156,FrRnd,19,Mariners,Y,"$336,600 ",Austin Shenton ,3B,,,,,,,,,,,,,4Yr,Florida International University,flinternat
2019,5,,158,FrRnd,21,Rays,Y,"$297,500 ",Ben Brecht ,P,,,,,,,,,,,,,4Yr,"University of California, Santa Barbara",ucsb
2019,5,,142,FrRnd,5,Tigers,Y,"$386,600 ",Bryant Packard ,LF,,,,,,,,,,,,,4Yr,East Carolina University,ecarolina
2019,5,,143,FrRnd,6,Padres,Y,"$325,000 ",Chris Lincoln ,P,,,,,,,,,,,,,4Yr,"University of California, Santa Barbara",ucsb
2019,5,,155,FrRnd,18,Cardinals,Y,"$340,000 ",Connor Thomas ,P,,,,,,,,,,,,,4Yr,Georgia Institute of Technology,gatech
2019,5,,152,FrRnd,15,Diamondbacks,Y,"$300,000 ",Conor Grammes ,P,,,,,,,,,,,,,4Yr,Xavier University,xavier
2019,5,,140,FrRnd,3,White Sox,Y,"$10,000 ",Dan Metzdorf ,P,,,,,,,,,,,,,4Yr,Boston College,bostoncoll
2019,5,,138,FrRnd,1,Orioles,Y,"$400,000 ",Darell Hernaiz ,SS,,,,,,,,,,,,,HS,Americas HS,#N/A
2019,5,,141,FrRnd,4,Marlins,Y,"$1,500,000 ",Evan Fitterer ,P,,,,,,,,,,,,,HS,Aliso Niguel HS,#N/A
2019,5,,144,FrRnd,7,Reds,Y,"$112,500 ",Evan Kravetz ,P,,,,,,,,,,,,,4Yr,Rice University,rice
2019,5,,146,FrRnd,9,Giants,Y,"$797,500 ",Garrett Frechette ,1B,,,,,,,,,,,,,HS,Orange Lutheran HS,#N/A
2019,5,,151,FrRnd,14,Angels,Y,"$312,500 ",Garrett Stallings ,P,,,,,,,,,,,,,4Yr,University of Tennessee,tennessee
2019,5,,154,FrRnd,17,Pirates,Y,"$422,500 ",Grant Ford ,P,,,,,,,,,,,,,4Yr,University of Nevada-Reno,nevada
2019,5,,150,FrRnd,13,Phillies,Y,"$600,000 ",Gunner Mayer ,P,,,,,,,,,,,,,JC,San Joaquin Delta College,casjdjc
2019,5,,166,FrRnd,29,Astros,Y,"$325,000 ",Hunter Brown ,P,,,,,,,,,,,,,4Yr,Wayne State University,waynest
2019,5,,160,FrRnd,23,Indians,Y,"$415,000 ",Hunter Gaddis ,P,,,,,,,,,,,,,4Yr,Georgia State University,georgiast
2019,5,,161,FrRnd,24,Dodgers,Y,"$318,600 ",Jack Little ,P,,,,,,,,,,,,,4Yr,Stanford University,stanford
2019,5,,164,FrRnd,27,Athletics,Y,"$300,000 ",Jalen Greer ,SS,,,,,,,,,,,,,HS,St. Rita HS,#N/A
2019,5,,167,FrRnd,30,Red Sox,Y,"$304,200 ",Jaxx Groshans ,C,,,,,,,,,,,,,4Yr,University of Kansas,kansas
2019,5,,139,FrRnd,2,Royals,Y,"$297,500 ",John Rave ,CF,,,,,,,,,,,,,4Yr,Illinois State University,illinoisst
2019,5,,162,FrRnd,25,Cubs,Y,"$225,000 ",Josh Burgmann ,P,,,,,,,,,,,,,4Yr,University of Washington,washington
2019,5,,145,FrRnd,8,Rangers,Y,"$205,000 ",Kellen Strahm ,CF,,,,,,,,,,,,,4Yr,San Jose State University,sanjosest
2019,5,,165,FrRnd,28,Yankees,Y,"$307,000 ",Ken Waldichuk ,P,,,,,,,,,,,,,4Yr,St. Mary's College of California,stmarysca
2019,5,,148,FrRnd,11,Mets,Y,"$10,000 ",Nate Jones ,RHP,,,,,,,,,,,,,4Yr,Northwestern State University of Louisiana,nwstate
2019,5,,157,FrRnd,20,Braves,Y,"$597,500 ",Stephen Paolini ,CF,,,,,,,,,,,,,HS,St. Joseph's HS,#N/A
2019,5,,147,FrRnd,10,Blue Jays,Y,"$397,500 ",Tanner Morris ,SS,,,,,,,,,,,,,4Yr,University of Virginia,virginia
2019,5,,163,FrRnd,26,Brewers,Y,"$397,500 ",Thomas Dillard ,C,,,,,,,,,,,,,4Yr,University of Mississippi,olemiss
2019,5,,153,FrRnd,16,Nationals,Y,"$500,000 ",Tyler Dyson ,P,,,,,,,,,,,,,4Yr,University of Florida,florida
2019,5,,159,FrRnd,22,Rockies,Y,"$327,200 ",Will Ethridge ,P,,,,,,,,,,,,,4Yr,University of Mississippi,olemiss
2019,5,,149,FrRnd,12,Twins,Y,"$575,000 ",Will Holland ,SS,,,,,,,,,,,,,4Yr,Auburn University,auburn
2019,4,,125,FrRnd,18,Cardinals,Y,"$455,600 ",Andre Pallante ,P,,,,,,,,,,,,,4Yr,"University of California, Irvine",ucirvine
