Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G2,W,L,ERA,WHIP,SV,Type,Drafted Out Of,SchoolID
2018,1,,33,FrRnd,33,Royals,Y,"$2,147,500 ",Jackson Kowar ,RHP,,,,,,,,,,,,,4Yr,University of Florida,florida
2018,1,,39,FrRnd,39,Diamondbacks,Y,"$1,650,000 ",Jake McCarthy ,OF,,,,,,,,,,,,,4Yr,University of Virginia,virginia
2018,1,,6,FrRnd,6,Mets,Y,"$4,500,000 ",Jarred Kelenic ,OF,,,,,,,,,,,,,HS,Waukesha West HS,#N/A
2018,1,,2,FrRnd,2,Giants,Y,"$7,025,000 ",Joey Bart ,C,,,,,,,,,,,,,4Yr,Georgia Institute of Technology,gatech
2018,1,,5,FrRnd,5,Reds,Y,"$5,297,500 ",Jonathan India ,3B,,,,,,,,,,,,,4Yr,University of Florida,florida
2018,1,,12,FrRnd,12,Blue Jays,Y,"$3,400,000 ",Jordan Groshans ,SS,,,,,,,,,,,,,HS,Magnolia HS,#N/A
2018,1,,17,FrRnd,17,Angels,Y,"$4,100,000 ",Jordyn Adams ,OF,,,,,,,,,,,,,HS,Green Hope HS,#N/A
2018,1,,40,FrRnd,40,Royals,Y,"$1,597,500 ",Kris Bubic ,LHP,,,,,,,,,,,,,4Yr,Stanford University,stanford
2018,1,,9,FrRnd,9,Athletics,Y,"$4,660,000 ",Kyler Murray ,CF,,,,,,,,,,,,,4Yr,University of Oklahoma,oklahoma
2018,1,,41,FrRnd,41,Indians,Y,"$1,350,000 ",Lenny Torres ,RHP,,,,,,,,,,,,,HS,The Beacon School,#N/A
2018,1,,14,FrRnd,14,Mariners,Y,"$3,883,800 ",Logan Gilbert ,RHP,,,,,,,,,,,,,4Yr,Stetson University,stetson
2018,1,,27,FrRnd,27,Nationals,Y,"$3,000,000 ",Mason Denaburg ,RHP,,,,,,,,,,,,,HS,Merritt Island HS,#N/A
2018,1,,25,FrRnd,25,Diamondbacks,N,,Matt McLain ,2B,,,,,,,,,,,,,HS,Beckman HS,#N/A
2018,1,,16,FrRnd,16,Rays,Y,"$3,497,500 ",Matthew Liberatore ,LHP,,,,,,,,,,,,,HS,Mountain Ridge HS,#N/A
2018,1,,4,FrRnd,4,White Sox,Y,"$6,411,400 ",Nick Madrigal ,SS,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2018,1,,32,FrRnd,32,Rays,Y,"$2,297,500 ",Nick Schnell ,CF,,,,,,,,,,,,,HS,Roncalli HS,#N/A
2018,1,,24,FrRnd,24,Cubs,Y,"$2,724,000 ",Nico Hoerner ,SS,0.1,20,78,3,0.282,0.741,,,,,,,4Yr,Stanford University,stanford
2018,1,,19,FrRnd,19,Cardinals,Y,"$3,231,700 ",Nolan Gorman ,3B,,,,,,,,,,,,,HS,Sandra Day O'Connor HS,#N/A
2018,1,,22,FrRnd,22,Rockies,Y,"$2,912,300 ",Ryan Rolison ,LHP,,,,,,,,,,,,,4Yr,University of Mississippi,olemiss
2018,1,,7,FrRnd,7,Padres,Y,"$5,226,500 ",Ryan Weathers ,LHP,,,,,,,,,,,,,HS,Loretto HS,#N/A
2018,1,,28,FrRnd,28,Astros,Y,"$2,250,000 ",Seth Beer ,OF,,,,,,,,,,,,,4Yr,Clemson University,clemson
2018,1,,31,FrRnd,31,Rays,Y,"$2,230,100 ",Shane McClanahan ,LHP,,,,,,,,,,,,,4Yr,University of South Florida,sflorida
2018,1,,10,FrRnd,10,Pirates,Y,"$4,400,000 ",Travis Swaggerty ,OF,,,,,,,,,,,,,4Yr,University of South Alabama,salabama
2018,1,,20,FrRnd,20,Twins,Y,"$2,550,000 ",Trevor Larnach ,RF,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2018,1,,26,FrRnd,26,Red Sox,Y,"$2,552,800 ",Triston Casas ,3B,,,,,,,,,,,,,HS,American Heritage HS,#N/A
2018,1,,38,FrRnd,38,Padres,Y,"$2,600,000 ",Xavier Edwards ,SS,,,,,,,,,,,,,HS,North Broward Prep HS,#N/A
2017,5,,161,FrRnd,26,Red Sox,Y,"$700,000 ",Alex Scherff ,RHP,,,,,,,,,,,,,HS,Colleyville Heritage HS,#N/A
2017,5,,136,FrRnd,1,Twins,Y,"$600,000 ",Andrew Bechtold ,3B,,,,,,,,,,,,,JC,Chipola College,flchipo
2017,5,,162,FrRnd,27,Indians,Y,"$293,800 ",Austen Wade ,CF,,,,,,,,,,,,,4Yr,Texas Christian University,txchrist
2017,5,,163,FrRnd,28,Nationals,Y,"$291,200 ",Brigham Hill ,RHP,,,,,,,,,,,,,4Yr,Texas A&M University,texasam
2017,5,,140,FrRnd,5,Braves,Y,"$10,000 ",Bruce Zimmermann ,LHP,,,,,,,,,,,,,4Yr,University of Mount Olive,mtolive
2017,5,,142,FrRnd,7,Diamondbacks,Y,"$550,000 ",Buddy Kennedy ,3B,,,,,,,,,,,,,HS,Millville Senior HS,#N/A
2017,5,,150,FrRnd,15,Royals,Y,"$397,500 ",Charlie Neuweiler ,RHP,,,,,,,,,,,,,HS,McClancy Memorial HS,#N/A
2017,5,,159,FrRnd,24,Blue Jays,Y,"$302,100 ",Cullen Large ,2B,,,,,,,,,,,,,4Yr,College of William and Mary,willmary
2017,5,,153,FrRnd,18,Mariners,Y,"$300,000 ",David Banuelos ,C,,,,,,,,,,,,,4Yr,California State University Long Beach,longbeach
2017,5,,148,FrRnd,13,Pirates,Y,"$315,000 ",Deon Stafford ,C,,,,,,,,,,,,,4Yr,St. Joseph's University,stjosephs
2017,5,,143,FrRnd,8,Phillies,Y,"$500,000 ",Ethan Lindow ,LHP,,,,,,,,,,,,,HS,Locust Grove HS,#N/A
2017,5,,152,FrRnd,17,Yankees,Y,"$320,900 ",Glenn Otto ,RHP,,,,,,,,,,,,,4Yr,Rice University,rice
2017,5,,164,FrRnd,29,Rangers,Y,"$386,100 ",Jake Latz ,LHP,,,,,,,,,,,,,4Yr,Kent State University,kentst
2017,5,,156,FrRnd,21,Giants,Y,"$250,000 ",Jason Bahr ,RHP,,,,,,,,,,,,,4Yr,University of Central Florida,cflorida
2017,5,,145,FrRnd,10,Angels,N,,JoJo Booker ,RHP,,,,,,,,,,,,,HS,T. R. Miller HS,#N/A
2017,5,,138,FrRnd,3,Padres,Y,"$250,000 ",Jonny Homza ,3B,,,,,,,,,,,,,HS,South Anchorage HS,#N/A
2017,5,,139,FrRnd,4,Rays,Y,"$272,500 ",Josh Fleming ,LHP,,,,,,,,,,,,,4Yr,Webster University,wu
2017,5,,158,FrRnd,23,Orioles,Y,"$304,800 ",Lamar Sparks ,CF,,,,,,,,,,,,,HS,Seven Lakes HS,#N/A
2017,5,,137,FrRnd,2,Reds,Y,"$297,500 ",Mac Sceroler ,RHP,,,,,,,,,,,,,4Yr,Southeastern Louisiana University,sela
2017,5,,157,FrRnd,22,Mets,Y,"$280,000 ",Matt Winaker ,OF,,,,,,,,,,,,,4Yr,Stanford University,stanford
2017,5,,151,FrRnd,16,Astros,Y,"$230,000 ",Nathan Perry ,C,,,,,,,,,,,,,HS,Bassett HS,#N/A
2017,5,,165,FrRnd,30,Cubs,Y,"$400,000 ",Nelson Velazquez ,OF,,,,,,,,,,,,,HS,PJ Education School,#N/A
2017,5,,144,FrRnd,9,Brewers,Y,"$500,000 ",Nick Egnatuk ,3B,,,,,,,,,,,,,HS,Immaculata HS,#N/A
2017,5,,146,FrRnd,11,Rockies,Y,"$343,100 ",Nick Kennedy ,LHP,,,,,,,,,,,,,4Yr,University of Texas at Austin,texas
2017,5,,160,FrRnd,25,Dodgers,Y,"$197,500 ",Riley Ottesen ,RHP,,,,,,,,,,,,,4Yr,University of Utah,utah
2017,5,,149,FrRnd,14,Marlins,Y,"$320,000 ",Ryan Lillie ,RHP,,,,,,,,,,,,,4Yr,"University of California, Riverside",ucriver
2017,5,,155,FrRnd,20,Tigers,Y,"$1,000,000 ",Sam McMillan ,C,,,,,,,,,,,,,HS,Suwannee HS,#N/A
2017,5,,141,FrRnd,6,Athletics,Y,"$450,000 ",Santis Sanchez ,C,,,,,,,,,,,,,HS,Colegio Hector Urdaneta,#N/A
2017,5,,147,FrRnd,12,White Sox,Y,"$390,000 ",Tyler Johnson ,RHP,,,,,,,,,,,,,4Yr,University of South Carolina,scarolina
2017,5,,154,FrRnd,19,Cardinals,Y,"$317,100 ",Zach Kirtley ,2B,,,,,,,,,,,,,4Yr,St. Mary's College of California,stmarysca
2017,4,,114,FrRnd,9,Brewers,Y,"$500,000 ",Brendan Murphy ,LHP,,,,,,,,,,,,,HS,Mundelein HS,#N/A
2017,4,,122,FrRnd,17,Yankees,Y,"$497,500 ",Canaan Smith ,RF,,,,,,,,,,,,,HS,Rockwall-Heath HS,#N/A
2017,4,,107,FrRnd,2,Reds,Y,"$997,500 ",Cash Case ,SS,,,,,,,,,,,,,HS,The First Academy,#N/A
2017,4,,106,FrRnd,1,Twins,Y,"$450,000 ",Charlie Barnes ,LHP,,,,,,,,,,,,,4Yr,Clemson University,clemson
2017,4,,133,FrRnd,28,Nationals,Y,"$150,000 ",Cole Freeman ,2B,,,,,,,,,,,,,4Yr,Louisiana State University,lsu
2017,4,,119,FrRnd,14,Marlins,Y,"$500,000 ",Colton Hock ,RHP,,,,,,,,,,,,,4Yr,Stanford University,stanford
2017,4,,109,FrRnd,4,Rays,Y,"$367,500 ",Drew Strotman ,RHP,,,,,,,,,,,,,4Yr,St. Mary's College of California,stmarysca
2017,4,,135,FrRnd,30,Cubs,Y,"$382,300 ",Erich Uelmen ,RHP,,,,,,,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo",calpoly
2017,4,,132,FrRnd,27,Indians,Y,"$350,000 ",Ernie Clement ,2B,,,,,,,,,,,,,4Yr,University of Virginia,virginia
2017,4,,126,FrRnd,21,Giants,Y,"$417,200 ",Garrett Cave ,RHP,,,,,,,,,,,,,4Yr,University of Tampa,tampa
2017,4,,125,FrRnd,20,Tigers,Y,"$325,000 ",Gio Arriera ,RHP,,,,,,,,,,,,,JC,Palm Beach Community College,pbsc
2017,4,,112,FrRnd,7,Diamondbacks,Y,"$477,800 ",Harrison Francis ,RHP,,,,,,,,,,,,,HS,Lawton Chiles HS,#N/A
2017,4,,128,FrRnd,23,Orioles,N,,Jack Conlon ,RHP,,,,,,,,,,,,,HS,William P. Clements HS,#N/A
2017,4,,113,FrRnd,8,Phillies,Y,"$375,000 ",Jake Scheiner ,3B,,,,,,,,,,,,,4Yr,University of Houston,houston
2017,4,,131,FrRnd,26,Red Sox,Y,"$350,000 ",Jake Thompson ,RHP,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2017,4,,130,FrRnd,25,Dodgers,Y,"$822,500 ",James Marinan ,RHP,,,,,,,,,,,,,HS,Park Vista Community HS,#N/A
2017,4,,118,FrRnd,13,Pirates,Y,"$100,000 ",Jason Delay ,C,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2017,4,,115,FrRnd,10,Angels,Y,"$625,000 ",John Swanda ,RHP,,,,,,,,,,,,,HS,Roosevelt HS,#N/A
2017,4,,129,FrRnd,24,Blue Jays,Y,"$405,100 ",Kevin Smith ,SS,,,,,,,,,,,,,4Yr,University of Maryland,maryland
2017,4,,124,FrRnd,19,Cardinals,Y,"$150,000 ",Kramer Robertson ,SS,,,,,,,,,,,,,4Yr,Louisiana State University,lsu
2017,4,,117,FrRnd,12,White Sox,Y,"$450,000 ",Lincoln Henzman ,RHP,,,,,,,,,,,,,4Yr,University of Louisville,louisville
2017,4,,120,FrRnd,15,Royals,Y,"$397,500 ",Michael Gigliotti ,CF,,,,,,,,,,,,,4Yr,Lipscomb University,lipscomb
2017,4,,116,FrRnd,11,Rockies,Y,"$430,000 ",Pearson McMahan ,RHP,,,,,,,,,,,,,JC,St. Johns River Community College,flsjrcc
2017,4,,121,FrRnd,16,Astros,Y,"$420,000 ",Peter Solomon ,RHP,,,,,,,,,,,,,4Yr,University of Notre Dame,notredame
2017,4,,134,FrRnd,29,Rangers,Y,"$340,000 ",Ryan Dease ,RHP,,,,,,,,,,,,,HS,TNXL Academy,#N/A
2017,4,,108,FrRnd,3,Padres,Y,"$900,000 ",Sam Keating ,RHP,,,,,,,,,,,,,HS,Canterbury School,#N/A
2017,4,,123,FrRnd,18,Mariners,Y,"$400,000 ",Seth Elledge ,RHP,,,,,,,,,,,,,4Yr,Dallas Baptist University,dallasbapt
2017,4,,127,FrRnd,22,Mets,Y,"$380,000 ",Tony Dibrell ,RHP,,,,,,,,,,,,,4Yr,Kennesaw State University,kennesawst
2017,4,,110,FrRnd,5,Braves,Y,"$400,000 ",Troy Bacon ,RHP,,,,,,,,,,,,,JC,Santa Fe Community College,flsanta
2017,4,,111,FrRnd,6,Athletics,Y,"$482,600 ",Will Toffey ,3B,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2017,3,,76,FrRnd,1,Twins,Y,"$2,000,000 ",Blayne Enlow ,RHP,,,,,,,,,,,,,HS,St. Amant HS,#N/A
2017,3,,101,FrRnd,26,Red Sox,Y,"$475,000 ",Brett Netzer ,2B,,,,,,,,,,,,,4Yr,University of North Carolina at Charlotte,charlotte
2017,3,,83,FrRnd,8,Phillies,Y,"$525,000 ",Connor Seabold ,RHP,,,,,,,,,,,,,4Yr,California State University Fullerton,calstfull
2017,3,,100,FrRnd,25,Dodgers,Y,"$547,500 ",Connor Wong ,C,,,,,,,,,,,,,4Yr,University of Houston,houston
2017,3,,90,FrRnd,15,Royals,Y,"$557,500 ",Daniel Tillo ,LHP,,,,,,,,,,,,,JC,Iowa Western Community College,iawescc
2017,3,,88,FrRnd,13,Pirates,Y,"$575,000 ",Dylan Busby ,3B,,,,,,,,,,,,,4Yr,Florida State University,floridast
2017,3,,80,FrRnd,5,Braves,Y,"$1,445,000 ",Freddy Tarnok ,RHP,,,,,,,,,,,,,HS,Riverview HS,#N/A
2017,3,,77,FrRnd,2,Reds,Y,"$1,047,500 ",Jacob Heatherly ,LHP,,,,,,,,,,,,,HS,Cullman HS,#N/A
2017,3,,85,FrRnd,10,Angels,Y,"$1,000,000 ",Jacob Pearson ,CF,,,,,,,,,,,,,HS,West Monroe HS,#N/A
2017,3,,95,FrRnd,20,Tigers,Y,"$564,000 ",Joey Morgan ,C,,,,,,,,,,,,,4Yr,University of Washington,washington
2017,3,,102,FrRnd,27,Indians,Y,"$450,000 ",Johnathan Rodriguez ,OF,,,,,,,,,,,,,HS,Carlos Beltran Baseball Academy,#N/A
2017,3,,105,FrRnd,30,Cubs,Y,"$511,900 ",Keegan Thompson ,RHP,,,,,,,,,,,,,4Yr,Auburn University,auburn
2017,3,,84,FrRnd,9,Brewers,Y,"$667,000 ",KJ Harrison ,C,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2017,3,,87,FrRnd,12,White Sox,Y,"$517,000 ",Luis Gonzalez ,CF,,,,,,,,,,,,,4Yr,University of New Mexico,nmexico
2017,3,,78,FrRnd,3,Padres,Y,"$732,200 ",Mason House ,CF,,,,,,,,,,,,,HS,Whitehouse HS,#N/A
2017,3,,82,FrRnd,7,Diamondbacks,Y,"$1,000,000 ",Matt Tabor ,RHP,,,,,,,,,,,,,HS,Milton Academy,#N/A
2017,3,,104,FrRnd,29,Rangers,Y,"$517,100 ",Matt Whatley ,C,,,,,,,,,,,,,4Yr,Oral Roberts University,oralrob
2017,3,,98,FrRnd,23,Orioles,Y,"$500,000 ",Michael Baumann ,RHP,,,,,,,,,,,,,4Yr,Jacksonville University,jacksonvil
2017,3,,81,FrRnd,6,Athletics,Y,"$2,000,000 ",Nick Allen ,SS,,,,,,,,,,,,,HS,Parker HS,#N/A
2017,3,,103,FrRnd,28,Nationals,Y,"$475,000 ",Nick Raquet ,LHP,,,,,,,,,,,,,4Yr,College of William and Mary,willmary
2017,3,,97,FrRnd,22,Mets,Y,"$500,000 ",Quinn Brodey ,RF,,,,,,,,,,,,,4Yr,Stanford University,stanford
2017,3,,99,FrRnd,24,Blue Jays,Y,"$542,400 ",Riley Adams ,C,,,,,,,,,,,,,4Yr,University of San Diego,sandiego
2017,3,,89,FrRnd,14,Marlins,Y,"$525,000 ",Riley Mahan ,2B,,,,,,,,,,,,,4Yr,University of Kentucky,kentucky
2017,3,,94,FrRnd,19,Cardinals,Y,"$450,000 ",Scott Hurst ,CF,,,,,,,,,,,,,4Yr,California State University Fullerton,calstfull
2017,3,,96,FrRnd,21,Giants,Y,"$1,000,000 ",Seth Corry ,LHP,,,,,,,,,,,,,HS,Lone Peak HS,#N/A
2017,3,,79,FrRnd,4,Rays,Y,"$612,500 ",Taylor Walls ,SS,,,,,,,,,,,,,4Yr,Florida State University,floridast
2017,3,,92,FrRnd,17,Yankees,Y,"$797,500 ",Trevor Stephan ,RHP,,,,,,,,,,,,,4Yr,University of Arkansas,arkansas
2017,3,,91,FrRnd,16,Astros,Y,"$450,000 ",Tyler Ivey ,RHP,,,,,,,,,,,,,JC,Grayson County College,txgrays
2017,3,,86,FrRnd,11,Rockies,Y,"$600,000 ",Will Gaddis ,RHP,,,,,,,,,,,,,4Yr,Furman University,furman
2017,3,,93,FrRnd,18,Mariners,Y,"$125,000 ",Wyatt Mills ,RHP,,,,,,,,,,,,,4Yr,Gonzaga University,gonzaga
2017,2,,60,FrRnd,24,Orioles,Y,"$1,300,000 ",Adam Hall ,SS,,,,,,,,,,,,,HS,A B Lucas Secondary School,#N/A
2017,2,,69,FrRnd,33,Padres,Y,"$1,600,000 ",Blake Hunt ,C,,,,,,,,,,,,,HS,Mater Dei HS,#N/A
2017,2,,46,FrRnd,10,Brewers,Y,"$1,450,000 ",Caden Lemons ,RHP,,,,,,,,,,,,,HS,Vestavia Hills HS,#N/A
2017,2,,50,FrRnd,14,Pirates,Y,"$1,357,300 ",Calvin Mitchell ,OF,,,,,,,,,,,,,HS,Rancho Bernardo HS,#N/A
2017,2,,63,FrRnd,27,Red Sox,Y,"$1,300,000 ",Cole Brannen ,OF,,,,,,,,,,,,,HS,The Westfield School,#N/A
2017,2,,72,FrRnd,36,Pirates,Y,"$900,000 ",Conner Uselton ,OF,,,,,,,,,,,,,HS,Southmoore HS,#N/A
2017,2,,56,FrRnd,20,Astros,Y,"$1,000,000 ",Corbin Martin ,RHP,-0.2,,,,,,5,1,1,5.59,1.81,0,4Yr,Texas A&M University,texasam
2017,2,,67,FrRnd,31,Cubs,Y,"$901,900 ",Cory Abbott ,RHP,,,,,,,,,,,,,4Yr,Loyola Marymount University,loyolamary
2017,2,,68,FrRnd,32,Diamondbacks,Y,"$881,100 ",Daulton Varsho ,C,,,,,,,,,,,,,4Yr,University of Wisconsin-Milwaukee,uwm
2017,2,,44,FrRnd,8,Diamondbacks,Y,"$1,560,100 ",Drew Ellis ,3B,,,,,,,,,,,,,4Yr,University of Louisville,louisville
2017,2,,41,FrRnd,5,Braves,Y,"$1,500,000 ",Drew Waters ,OF,,,,,,,,,,,,,HS,Etowah HS,#N/A
2017,2,,73,FrRnd,37,Royals,Y,"$826,500 ",Evan Steele ,LHP,,,,,,,,,,,,,JC,Chipola College,flchipo
2017,2,,49,FrRnd,13,White Sox,Y,"$2,000,000 ",Gavin Sheets ,1B,,,,,,,,,,,,,4Yr,Wake Forest University,wake
2017,2,,43,FrRnd,7,Athletics,Y,"$1,700,000 ",Greg Deichmann ,OF,,,,,,,,,,,,,4Yr,Louisiana State University,lsu
2017,2,,47,FrRnd,11,Angels,Y,"$1,459,200 ",Griffin Canning ,RHP,1,1,2,0,0,0,18,5,6,4.58,1.22,0,4Yr,"University of California, Los Angeles",ucla
2017,2,,61,FrRnd,25,Blue Jays,Y,"$1,500,000 ",Hagen Danner ,C,,,,,,,,,,,,,HS,Huntington Beach HS,#N/A
2017,2,,66,FrRnd,30,Rangers,Y,"$1,450,000 ",Hans Crouse ,RHP,,,,,,,,,,,,,HS,Dana Hills HS,#N/A
2017,2,,75,FrRnd,39,Astros,Y,"$700,000 ",J.J. Matijevic ,2B,,,,,,,,,,,,,4Yr,University of Arizona,arizona
2017,2,,58,FrRnd,22,Giants,Y,"$950,000 ",Jacob Gonzalez ,3B,,,,,,,,,,,,,HS,Chaparral HS,#N/A
2017,2,,51,FrRnd,15,Marlins,Y,"$1,200,000 ",Joe Dunand ,3B,,,,,,,,,,,,,4Yr,North Carolina State University,ncstate
2017,2,,53,FrRnd,17,Astros,Y,"$1,600,000 ",Joe Perez ,3B,,,,,,,,,,,,,HS,Archbishop McCarthy HS,#N/A
2017,2,,37,FrRnd,1,Twins,Y,"$1,400,000 ",Landon Leach ,RHP,,,,,,,,,,,,,HS,Pickering HS,#N/A
2017,2,,39,FrRnd,3,Padres,Y,"$1,300,000 ",Luis Campusano ,C,,,,,,,,,,,,,HS,Cross Creek HS,#N/A
2017,2,,59,FrRnd,23,Mets,Y,"$1,500,000 ",Mark Vientos ,3B,,,,,,,,,,,,,HS,American Heritage HS,#N/A
2017,2,,54,FrRnd,18,Yankees,Y,"$2,497,500 ",Matt Sauer ,RHP,,,,,,,,,,,,,HS,Righetti HS,#N/A
2017,2,,40,FrRnd,4,Rays,Y,"$2,132,400 ",Michael Mercado ,RHP,,,,,,,,,,,,,HS,Westview HS,#N/A
2017,2,,52,FrRnd,16,Royals,Y,"$2,097,500 ",MJ Melendez ,C,,,,,,,,,,,,,HS,Westminster Christian,#N/A
2017,2,,62,FrRnd,26,Dodgers,Y,"$867,500 ",Morgan Cooper ,RHP,,,,,,,,,,,,,4Yr,University of Texas at Austin,texas
2017,2,,64,FrRnd,28,Indians,Y,"$988,970 ",Quentin Holmes ,OF,,,,,,,,,,,,,HS,McClancy Memorial HS,#N/A
2017,2,,57,FrRnd,21,Tigers,Y,"$850,000 ",Rey Rivera ,OF,,,,,,,,,,,,,JC,Chipola College,flchipo
2017,2,,48,FrRnd,12,Rockies,Y,"$1,425,400 ",Ryan Vilade ,3B,,,,,,,,,,,,,HS,Stillwater HS,#N/A
2017,2,,55,FrRnd,19,Mariners,Y,"$2,000,000 ",Sam Carlson ,RHP,,,,,,,,,,,,,HS,Burnsville HS,#N/A
2017,2,,45,FrRnd,9,Phillies,Y,"$1,150,000 ",Spencer Howard ,RHP,,,,,,,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo",calpoly
2017,2,,42,FrRnd,6,Pirates,Y,"$1,900,000 ",Steven Jennings ,RHP,,,,,,,,,,,,,HS,DeKalb County HS,#N/A
2017,2,,38,FrRnd,2,Reds,Y,"$1,800,300 ",Stuart Fairchild ,OF,,,,,,,,,,,,,4Yr,Wake Forest University,wake
2017,2,,70,FrRnd,34,Rockies,Y,"$837,300 ",Tommy Doyle ,RHP,,,,,,,,,,,,,4Yr,University of Virginia,virginia
2017,2,,71,FrRnd,35,Indians,Y,"$816,500 ",Tyler Freeman ,SS,,,,,,,,,,,,,HS,Etiwanda HS,#N/A
2017,2,,65,FrRnd,29,Nationals,Y,"$946,500 ",Wil Crowe ,RHP,,,,,,,,,,,,,4Yr,University of South Carolina,scarolina
2017,2,,74,FrRnd,38,Orioles,Y,"$779,500 ",Zac Lowther ,LHP,,,,,,,,,,,,,4Yr,Xavier University,xavier
2017,1,,8,FrRnd,8,Phillies,Y,"$5,100,000 ",Adam Haseley ,OF,1.8,67,222,5,0.266,0.72,,,,,,,4Yr,University of Virginia,virginia
2017,1,,18,FrRnd,18,Tigers,Y,"$3,500,000 ",Alex Faedo ,RHP,,,,,,,,,,,,,4Yr,University of Florida,florida
2017,1,,30,FrRnd,30,Cubs,Y,"$1,925,000 ",Alex Lange ,RHP,,,,,,,,,,,,,4Yr,Louisiana State University,lsu
2017,1,,6,FrRnd,6,Athletics,Y,"$5,303,000 ",Austin Beck ,OF,,,,,,,,,,,,,HS,North Davidson HS,#N/A
2017,1,,4,FrRnd,4,Rays,Y,"$7,005,000 ",Brendan McKay ,1B,-0.1,7,10,1,0.2,0.773,13,2,4,5.14,1.41,0,4Yr,University of Louisville,louisville
2017,1,,27,FrRnd,27,Cubs,Y,"$2,200,000 ",Brendon Little ,LHP,,,,,,,,,,,,,JC,"State College of Florida, Manatee-Sarasota",flmanat
2017,1,,35,FrRnd,35,Twins,Y,"$1,935,300 ",Brent Rooker ,OF,,,,,,,,,,,,,4Yr,Mississippi State University,missst
2017,1,,36,FrRnd,36,Marlins,Y,"$1,888,800 ",Brian Miller ,OF,,,,,,,,,,,,,4Yr,University of North Carolina at Chapel Hill,unc
2017,1,,26,FrRnd,26,Rangers,Y,"$2,100,000 ",Bubba Thompson ,OF,,,,,,,,,,,,,HS,McGill-Toolen Catholic HS,#N/A
2017,1,,29,FrRnd,29,Rangers,Y,"$2,000,000 ",Chris Seise ,SS,,,,,,,,,,,,,HS,West Orange HS,#N/A
2017,1,,16,FrRnd,16,Yankees,Y,"$2,184,300 ",Clarke Schmidt ,RHP,,,,,,,,,,,,,4Yr,University of South Carolina,scarolina
2017,1,,20,FrRnd,20,Mets,Y,"$2,994,500 ",David Peterson ,LHP,,,,,,,,,,,,,4Yr,University of Oregon,oregon
2017,1,,21,FrRnd,21,Orioles,Y,"$3,000,000 ",DL Hall ,LHP,,,,,,,,,,,,,HS,Valdosta HS,#N/A
2017,1,,31,FrRnd,31,Rays,N,,Drew Rasmussen ,RHP,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2017,1,,17,FrRnd,17,Mariners,Y,"$3,125,000 ",Evan White ,1B,,,,,,,,,,,,,4Yr,University of Kentucky,kentucky
2017,1,,19,FrRnd,19,Giants,Y,"$3,101,700 ",Heliot Ramos ,OF,,,,,,,,,,,,,HS,Leadership Christian Academy,#N/A
2017,1,,2,FrRnd,2,Reds,Y,"$7,230,000 ",Hunter Greene ,RHP,,,,,,,,,,,,,HS,Notre Dame HS,#N/A
2017,1,,15,FrRnd,15,Astros,Y,"$3,600,000 ",J.B. Bukauskas ,RHP,,,,,,,,,,,,,4Yr,University of North Carolina at Chapel Hill,unc
2017,1,,11,FrRnd,11,White Sox,Y,"$3,700,000 ",Jake Burger ,3B,,,,,,,,,,,,,4Yr,Missouri State University,swmost
2017,1,,23,FrRnd,23,Dodgers,Y,"$2,897,500 ",Jeren Kendall ,OF,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2017,1,,32,FrRnd,32,Reds,Y,"$1,822,500 ",Jeter Downs ,SS,,,,,,,,,,,,,HS,Monsignor Edward Pace HS,#N/A
2017,1,,10,FrRnd,10,Angels,Y,"$4,376,800 ",Jo Adell ,OF,,,,,,,,,,,,,HS,Ballard HS,#N/A
2017,1,,9,FrRnd,9,Brewers,Y,"$4,000,000 ",Keston Hiura ,2B,2,84,314,19,0.303,0.938,,,,,,,4Yr,"University of California, Irvine",ucirvine
2017,1,,33,FrRnd,33,Athletics,Y,"$1,800,000 ",Kevin Merrell ,SS,,,,,,,,,,,,,4Yr,University of South Florida,sflorida
2017,1,,5,FrRnd,5,Braves,Y,"$7,000,000 ",Kyle Wright ,RHP,-0.6,11,6,0,0,0,11,0,3,7.71,1.83,0,4Yr,Vanderbilt University,vandy
2017,1,,22,FrRnd,22,Blue Jays,Y,"$2,820,200 ",Logan Warmoth ,SS,,,,,,,,,,,,,4Yr,University of North Carolina at Chapel Hill,unc
2017,1,,3,FrRnd,3,Padres,Y,"$6,700,000 ",MacKenzie Gore ,LHP,,,,,,,,,,,,,HS,Whiteville HS,#N/A
2017,1,,28,FrRnd,28,Blue Jays,Y,"$2,452,900 ",Nate Pearson ,RHP,,,,,,,,,,,,,JC,Central Florida Community College,flcentr
2017,1,,14,FrRnd,14,Royals,Y,"$3,450,000 ",Nick Pratto ,1B,,,,,,,,,,,,,HS,Huntington Beach HS,#N/A
